Date,Title,Author,Rank,Publisher
2020-05-30,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux"
2020-06-06,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal
2020-06-06,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-06-06,THE COLOR OF LAW,Richard Rothstein,3,Liveright
2020-06-06,THE NEW JIM CROW,Michelle Alexander,4,New Press
2020-06-06,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau
2020-06-06,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,Bold Type
2020-06-06,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic
2020-06-06,BORN A CRIME,Trevor Noah,8,Spiegel & Grau
2020-06-06,RAISING WHITE KIDS,Jennifer Harvey,9,Abingdon
2020-06-06,WHITE RAGE,Carol Anderson,10,Bloomsbury
2020-06-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-06-06,WAKING UP WHITE,Deb Irving,12,Elephant Room
2020-06-06,ELOQUENT RAGE,Brittney Cooper,13,Picador
2020-06-06,THE GREAT INFLUENZA,John M. Barry,14,Penguin
2020-06-06,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery
2020-06-13,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal
2020-06-13,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-06-13,STAMPED FROM THE BEGINNING,Ibram X Kendi,3,Bold Type
2020-06-13,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,4,Basic
2020-06-13,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau
2020-06-13,THE COLOR OF LAW,Richard Rothstein,6,Liveright
2020-06-13,THE NEW JIM CROW,Michelle Alexander,7,New Press
2020-06-13,WHITE RAGE,Carol Anderson,8,Bloomsbury
2020-06-13,BORN A CRIME,Trevor Noah,9,Spiegel & Grau
2020-06-13,RAISING WHITE KIDS,Jennifer Harvey,10,Abingdon
2020-06-13,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-06-13,WAKING UP WHITE,Deb Irving,12,Elephant Room
2020-06-13,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective
2020-06-13,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,14,Bloomsbury
2020-06-13,THE GREAT INFLUENZA,John M. Barry,15,Penguin
2020-06-20,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-06-20,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-06-20,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,3,Basic
2020-06-20,THE COLOR OF LAW,Richard Rothstein,4,Liveright
2020-06-20,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type
2020-06-20,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau
2020-06-20,THE NEW JIM CROW,Michelle Alexander,7,New Press
2020-06-20,BORN A CRIME,Trevor Noah,8,Spiegel & Grau
2020-06-20,WHITE RAGE,Carol Anderson,9,Bloomsbury
2020-06-20,WAKING UP WHITE,Deb Irving,10,Elephant Room
2020-06-20,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-06-20,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,12,Bloomsbury
2020-06-20,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective
2020-06-20,"WOW, NO THANK YOU",Samantha Ir,14,Vintage
2020-06-20,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,15,Vintage
2020-06-27,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-06-27,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type
2020-06-27,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-06-27,THE COLOR OF LAW,Richard Rothstein,4,Liveright
2020-06-27,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau
2020-06-27,THE NEW JIM CROW,Michelle Alexander,6,New Press
2020-06-27,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic
2020-06-27,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage
2020-06-27,BORN A CRIME,Trevor Noah,9,Spiegel & Grau
2020-06-27,WHITE RAGE,Carol Anderson,10,Bloomsbury
2020-06-27,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-06-27,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery
2020-06-27,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective
2020-06-27,SAPIENS,Yuval Noah Harari,14,Harper Perennial
2020-06-27,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions
2020-07-04,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-07-04,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type
2020-07-04,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-07-04,THE COLOR OF LAW,Richard Rothstein,4,Liveright
2020-07-04,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau
2020-07-04,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,6,Basic
2020-07-04,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage
2020-07-04,BORN A CRIME,Trevor Noah,8,Spiegel & Grau
2020-07-04,THE NEW JIM CROW,Michelle Alexander,9,New Press
2020-07-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,10,Penguin
2020-07-04,I'LL BE GONE IN THE DARK,Michelle McNamara,11,Harper Perennial
2020-07-04,WHITE RAGE,Carol Anderson,12,Bloomsbury
2020-07-04,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2020-07-04,THE GREAT INFLUENZA,John M. Barry,14,Penguin
2020-07-04,THE COLOR OF COMPROMISE,Jemar Tis,15,Zondervan Reflective
2020-07-11,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-07-11,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-07-11,THE COLOR OF LAW,Richard Rothstein,3,Liveright
2020-07-11,STAMPED FROM THE BEGINNING,Ibram X Kendi,4,Bold Type
2020-07-11,ALEXANDER HAMILTON,Ron Chernow,5,Penguin
2020-07-11,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau
2020-07-11,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic
2020-07-11,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage
2020-07-11,BORN A CRIME,Trevor Noah,9,Spiegel & Grau
2020-07-11,THE NEW JIM CROW,Michelle Alexander,10,New Press
2020-07-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-07-11,THE YELLOW HOUSE,Sarah M Broom,12,Grove
2020-07-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions
2020-07-11,SAPIENS,Yuval Noah Harari,14,Harper Perennial
2020-07-11,I'LL BE GONE IN THE DARK,Michelle McNamara,15,Harper Perennial
2020-07-18,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-07-18,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-07-18,THE COLOR OF LAW,Richard Rothstein,3,Liveright
2020-07-18,ALEXANDER HAMILTON,Ron Chernow,4,Penguin
2020-07-18,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau
2020-07-18,THE NEW JIM CROW,Michelle Alexander,6,New Press
2020-07-18,STAMPED FROM THE BEGINNING,Ibram X Kendi,7,Bold Type
2020-07-18,BORN A CRIME,Trevor Noah,8,Spiegel & Grau
2020-07-18,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage
2020-07-18,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,10,Basic
2020-07-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-07-18,I'LL BE GONE IN THE DARK,Michelle McNamara,12,Harper Perennial
2020-07-18,THE GREAT INFLUENZA,John M. Barry,13,Penguin
2020-07-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions
2020-07-18,SAPIENS,Yuval Noah Harari,15,Harper Perennial
2020-07-25,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-07-25,ON TYRANNY,Timothy Snyder,2,Tim Duggan
2020-07-25,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-07-25,WALKING WITH THE WIND,John Lewis and Michael D'Orso,4,Simon & Schuster
2020-07-25,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type
2020-07-25,JUST MERCY,Bryan Stevenson,6,One World
2020-07-25,THE COLOR OF LAW,Richard Rothstein,7,Liveright
2020-07-25,ALEXANDER HAMILTON,Ron Chernow,8,Penguin
2020-07-25,THE NEW JIM CROW,Michelle Alexander,9,New Press
2020-07-25,BORN A CRIME,Trevor Noah,10,One World
2020-07-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-07-25,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic
2020-07-25,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial
2020-07-25,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,14,Vintage
2020-07-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions
2020-08-01,ON TYRANNY,Timothy Snyder,1,Tim Duggan
2020-08-01,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-08-01,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-08-01,JUST MERCY,Bryan Stevenson,4,One World
2020-08-01,WALKING WITH THE WIND,John Lewis and Michael D'Orso,5,Simon & Schuster
2020-08-01,INTIMATIONS,Zadie Smith,6,Penguin
2020-08-01,I'LL BE GONE IN THE DARK,Michelle McNamara,7,Harper Perennial
2020-08-01,THE COLOR OF LAW,Richard Rothstein,8,Liveright
2020-08-01,STAMPED FROM THE BEGINNING,Ibram X Kendi,9,Bold Type
2020-08-01,BORN A CRIME,Trevor Noah,10,One World
2020-08-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-08-01,ALEXANDER HAMILTON,Ron Chernow,12,Penguin
2020-08-01,THE NEW JIM CROW,Michelle Alexander,13,New Press
2020-08-01,ACROSS THAT BRIDGE,John Lewis,14,Hachette
2020-08-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions
2020-08-08,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-08-08,THE NEW JIM CROW,Michelle Alexander,2,New Press
2020-08-08,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-08-08,ON TYRANNY,Timothy Snyder,4,Tim Duggan
2020-08-08,JUST MERCY,Bryan Stevenson,5,One World
2020-08-08,I'LL BE GONE IN THE DARK,Michelle McNamara,6,Harper Perennial
2020-08-08,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage
2020-08-08,WALKING WITH THE WIND,John Lewis and Michael D'Orso,8,Simon & Schuster
2020-08-08,THE COLOR OF LAW,Richard Rothstein,9,Liveright
2020-08-08,STAMPED FROM THE BEGINNING,Ibram X Kendi,10,Bold Type
2020-08-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin
2020-08-08,ALEXANDER HAMILTON,Ron Chernow,12,Penguin
2020-08-08,BORN A CRIME,Trevor Noah,13,One World
2020-08-08,ACROSS THAT BRIDGE,John Lewis,14,Hachette
2020-08-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions
2020-08-15,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-08-15,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-08-15,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,3,Vintage
2020-08-15,THE NEW JIM CROW,Michelle Alexander,4,New Press
2020-08-15,JUST MERCY,Bryan Stevenson,5,One World
2020-08-15,BORN A CRIME,Trevor Noah,6,One World
2020-08-15,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin
2020-08-15,THE COLOR OF LAW,Richard Rothstein,8,Liveright
2020-08-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin
2020-08-15,ON TYRANNY,Timothy Snyder,10,Tim Duggan
2020-08-15,STAMPED FROM THE BEGINNING,Ibram X Kendi,11,Bold Type
2020-08-15,ALEXANDER HAMILTON,Ron Chernow,12,Penguin
2020-08-15,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery
2020-08-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions
2020-08-15,THE GREAT INFLUENZA,John M. Barry,15,Penguin
2020-08-22,JUST MERCY,Bryan Stevenson,1,One World
2020-08-22,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-08-22,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-08-22,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage
2020-08-22,THE NEW JIM CROW,Michelle Alexander,5,New Press
2020-08-22,BORN A CRIME,Trevor Noah,6,One World
2020-08-22,THE COLOR OF LAW,Richard Rothstein,7,Liveright
2020-08-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,8,Penguin
2020-08-22,STAMPED FROM THE BEGINNING,Ibram X Kendi,9,Bold Type
2020-08-22,THE TRUTHS WE HOLD,Kamala Harris,10,Penguin
2020-08-22,ALEXANDER HAMILTON,Ron Chernow,11,Penguin
2020-08-22,INTIMATIONS,Zadie Smith,12,Penguin
2020-08-22,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery
2020-08-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions
2020-08-22,ON TYRANNY,Timothy Snyder,15,Tim Duggan
2020-08-29,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-08-29,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-08-29,BORN A CRIME,Trevor Noah,3,One World
2020-08-29,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage
2020-08-29,JUST MERCY,Bryan Stevenson,5,One World
2020-08-29,THE COLOR OF LAW,Richard Rothstein,6,Liveright
2020-08-29,THE NEW JIM CROW,Michelle Alexander,7,New Press
2020-08-29,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type
2020-08-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin
2020-08-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions
2020-08-29,ALEXANDER HAMILTON,Ron Chernow,11,Penguin
2020-08-29,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic
2020-08-29,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial
2020-08-29,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-08-29,ON TYRANNY,Timothy Snyder,15,Tim Duggan
2020-09-05,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-09-05,JUST MERCY,Bryan Stevenson,2,One World
2020-09-05,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal
2020-09-05,BORN A CRIME,Trevor Noah,4,One World
2020-09-05,THE NEW JIM CROW,Michelle Alexander,5,New Press
2020-09-05,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage
2020-09-05,THE COLOR OF LAW,Richard Rothstein,7,Liveright
2020-09-05,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type
2020-09-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,9,Penguin
2020-09-05,ALEXANDER HAMILTON,Ron Chernow,10,Penguin
2020-09-05,ON TYRANNY,Timothy Snyder,11,Tim Duggan
2020-09-05,A WOMAN OF NO IMPORTANCE,Sonia Purnell,12,Penguin
2020-09-05,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,13,Basic
2020-09-05,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-09-05,SAPIENS,Yuval Noah Harari,15,Harper Perennial
2020-09-12,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-09-12,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-09-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-09-12,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,4,Vintage
2020-09-12,BORN A CRIME,Trevor Noah,5,One World
2020-09-12,JUST MERCY,Bryan Stevenson,6,One World
2020-09-12,THE COLOR OF LAW,Richard Rothstein,7,Liveright
2020-09-12,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type
2020-09-12,THE NEW JIM CROW,Michelle Alexander,9,New Press
2020-09-12,OUR MALADY,Timothy Snyder,10,Crown
2020-09-12,ON TYRANNY,Timothy Snyder,11,Tim Duggan
2020-09-12,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic
2020-09-12,A WOMAN OF NO IMPORTANCE,Sonia Purnell,13,Penguin
2020-09-12,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-09-12,KNOW MY NAME,Chanel Miller,15,Penguin
2020-09-19,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-09-19,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal
2020-09-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-09-19,JUST MERCY,Bryan Stevenson,4,One World
2020-09-19,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage
2020-09-19,BORN A CRIME,Trevor Noah,6,One World
2020-09-19,THE COLOR OF LAW,Richard Rothstein,7,Liveright
2020-09-19,STAMPED FROM THE BEGINNING,Ibram X Kendi,8,Bold Type
2020-09-19,THE NEW JIM CROW,Michelle Alexander,9,New Press
2020-09-19,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,10,Basic
2020-09-19,ON TYRANNY,Timothy Snyder,11,Tim Duggan
2020-09-19,FEAR,Bob Woodward,12,Simon & Schuster
2020-09-19,ALEXANDER HAMILTON,Ron Chernow,13,Penguin
2020-09-19,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-09-19,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,15,Simon & Schuster
2020-09-26,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster
2020-09-26,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-09-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-09-26,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal
2020-09-26,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type
2020-09-26,JUST MERCY,Bryan Stevenson,6,One World
2020-09-26,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage
2020-09-26,BORN A CRIME,Trevor Noah,8,One World
2020-09-26,THE COLOR OF LAW,Richard Rothstein,9,Liveright
2020-09-26,THE NEW JIM CROW,Michelle Alexander,10,New Press
2020-09-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,11,Milkweed Editions
2020-09-26,RUTH BADER GINSBURG: A LIFE,Jane Sherron De Hart,12,Vintage
2020-09-26,ON TYRANNY,Timothy Snyder,13,Tim Duggan
2020-09-26,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-09-26,THE TRUTHS WE HOLD,Kamala Harris,15,Penguin
2020-10-03,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster
2020-10-03,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-10-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-10-03,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal
2020-10-03,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type
2020-10-03,JUST MERCY,Bryan Stevenson,6,One World
2020-10-03,BORN A CRIME,Trevor Noah,7,One World
2020-10-03,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage
2020-10-03,THE COLOR OF LAW,Richard Rothstein,9,Liveright
2020-10-03,THE NEW JIM CROW,Michelle Alexander,10,New Press
2020-10-03,THE TRUTHS WE HOLD,Kamala Harris,11,Penguin
2020-10-03,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2020-10-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions
2020-10-03,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2020-10-03,ON TYRANNY,Timothy Snyder,15,Tim Duggan
2020-10-10,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-10-10,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster
2020-10-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-10-10,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,4,Seal
2020-10-10,JUST MERCY,Bryan Stevenson,5,One World
2020-10-10,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,Bold Type
2020-10-10,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin
2020-10-10,THE COLOR OF LAW,Richard Rothstein,8,Liveright
2020-10-10,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage
2020-10-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions
2020-10-10,THE NEW JIM CROW,Michelle Alexander,11,New Press
2020-10-10,BORN A CRIME,Trevor Noah,12,One World
2020-10-10,ON TYRANNY,Timothy Snyder,13,Tim Duggan
2020-10-10,SAPIENS,Yuval Noah Harari,14,Harper Perennial
2020-10-10,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery
2020-10-17,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-10-17,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster
2020-10-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-10-17,THE COLOR OF LAW,Richard Rothstein,4,Liveright
2020-10-17,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,5,Vintage
2020-10-17,JUST MERCY,Bryan Stevenson,6,One World
2020-10-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions
2020-10-17,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,8,Seal
2020-10-17,BORN A CRIME,Trevor Noah,9,One World
2020-10-17,THE NEW JIM CROW,Michelle Alexander,10,New Press
2020-10-17,WHAT UNITES US,Dan Rather and Elliot Kirschner,11,Algonquin
2020-10-17,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2020-10-17,STAMPED FROM THE BEGINNING,Ibram X Kendi,13,Bold Type
2020-10-17,HILLBILLY ELEGY,JD Vance,14,Harper
2020-10-17,THE TRUTHS WE HOLD,Kamala Harris,15,Penguin
2020-10-24,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-10-24,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster
2020-10-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-10-24,THE COLOR OF LAW,Richard Rothstein,4,Liveright
2020-10-24,JUST MERCY,Bryan Stevenson,5,One World
2020-10-24,WHAT UNITES US,Dan Rather and Elliot Kirschner,6,Algonquin
2020-10-24,SHADE,Pete Souza,7,"Voracious/Little, Brown"
2020-10-24,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage
2020-10-24,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,9,Seal
2020-10-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions
2020-10-24,THE NEW JIM CROW,Michelle Alexander,11,New Press
2020-10-24,BORN A CRIME,Trevor Noah,12,One World
2020-10-24,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2020-10-24,HILLBILLY ELEGY,JD Vance,14,Harper
2020-10-24,STAMPED FROM THE BEGINNING,Ibram X Kendi,15,Bold Type
2020-10-31,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,1,Simon & Schuster
2020-10-31,WHITE FRAGILITY,Robin DiAngelo,2,Beacon
2020-10-31,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-10-31,SHADE,Pete Souza,4,"Voracious/Little, Brown"
2020-10-31,THE COLOR OF LAW,Richard Rothstein,5,Liveright
2020-10-31,JUST MERCY,Bryan Stevenson,6,One World
2020-10-31,WHAT UNITES US,Dan Rather and Elliot Kirschner,7,Algonquin
2020-10-31,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage
2020-10-31,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions
2020-10-31,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,10,Seal
2020-10-31,THE NEW JIM CROW,Michelle Alexander,11,New Press
2020-10-31,BORN A CRIME,Trevor Noah,12,One World
2020-10-31,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2020-10-31,THE SOUL OF AMERICA,Jon Meacham,14,Random House
2020-10-31,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux"
2020-11-07,WHITE FRAGILITY,Robin DiAngelo,1,Beacon
2020-11-07,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster
2020-11-07,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin
2020-11-07,SHADE,Pete Souza,4,"Voracious/Little, Brown"
2020-11-07,THE COLOR OF LAW,Richard Rothstein,5,Liveright
2020-11-07,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage
2020-11-07,THE TRUTHS WE HOLD,Kamala Harris,7,Penguin
2020-11-07,CONVERSATIONS WITH RBG,Jeffrey Rosen,8,Picador
2020-11-07,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions
2020-11-07,JUST MERCY,Bryan Stevenson,10,One World
2020-11-07,THE NEW JIM CROW,Michelle Alexander,11,New Press
2020-11-07,LEAD FROM THE OUTSIDE,Stacey Abrams,12,Picador
2020-11-07,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,13,Seal
2020-11-07,WHAT UNITES US,Dan Rather and Elliot Kirschner,14,Algonquin
2020-11-07,BORN A CRIME,Trevor Noah,15,One World
2020-11-14,THE TRUTHS WE HOLD,Kamala Harris,1,Penguin
2020-11-14,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,2,Simon & Schuster
2020-11-14,LEAD FROM THE OUTSIDE,Stacey Abrams,3,Picador
